enwiki_page_id,skill_name,page_namespace,depth,enwiki_page_id_of_parent,page_namespace_of_parent
3240726,Computer_engineering,14,0,0,-1
50408,Computer_engineering,0,1,3240726,14
14342207,Outline_of_computer_engineering,0,1,3240726,14
49923551,Vishwani_Agrawal,0,1,3240726,14
3616221,Algorithmic_state_machine,0,1,3240726,14
30992771,Alpha_strike_(engineering),0,1,3240726,14
4234887,AP_Computer_Science,0,1,3240726,14
768299,Broadcast_engineering,0,1,3240726,14
36045138,Chamber_of_Computer_Engineers_of_Turkey,0,1,3240726,14
62811443,Computer_engineering_compendium,0,1,3240726,14
5323,Computer_science,0,1,3240726,14
524425,Computer_science_and_engineering,0,1,3240726,14
26559592,Computing_with_Memory,0,1,3240726,14
7039,Control_theory,0,1,3240726,14
51689157,Daffodil_Polytechnic_Institute,0,1,3240726,14
8525,Digital_signal_processing,0,1,3240726,14
154505,Digital_signal_processor,0,1,3240726,14
9531,Electrical_engineering,0,1,3240726,14
28923910,Electronic_engineering,0,1,3240726,14
53202151,Eyeball_network,0,1,3240726,14
29450015,Gajski-Kuhn_chart,0,1,3240726,14
14907634,George_M._Galambos,0,1,3240726,14
332341,Industrial_data_processing,0,1,3240726,14
11120381,Informatics_engineering,0,1,3240726,14
23772346,J._Halcombe_Laning,0,1,3240726,14
67183204,List_of_requirements_engineering_tools,0,1,3240726,14
1082894,Logic_synthesis,0,1,3240726,14
5732146,Perceived_performance,0,1,3240726,14
20104245,Processing_delay,0,1,3240726,14
7597,Processor_design,0,1,3240726,14
24992,Programmable_logic_controller,0,1,3240726,14
991053,Programmer_(hardware),0,1,3240726,14
41616,Queuing_delay,0,1,3240726,14
1010567,Reflected-wave_switching,0,1,3240726,14
41323011,Regularization_by_spectral_filtering,0,1,3240726,14
264582,Remanence,0,1,3240726,14
47189756,Rice_University_Electrical_and_Computer_Engineering,0,1,3240726,14
562061,Sorting_network,0,1,3240726,14
24469895,Armando_Stettner,0,1,3240726,14
100563,System_on_a_chip,0,1,3240726,14
36280489,Test_vector,0,1,3240726,14
1012800,Thermal_design_power,0,1,3240726,14
995862,Tyranny_of_numbers,0,1,3240726,14
17894942,Ultra-large-scale_systems,0,1,3240726,14
55121469,Application-specific_integrated_circuits,14,1,3240726,14
869984,Computer_architecture,14,1,3240726,14
699548,Computer_hardware,14,1,3240726,14
4677693,Computer_networking,14,1,3240726,14
9935559,Control_engineering,14,1,3240726,14
2909311,Electronic_engineering,14,1,3240726,14
852879,Embedded_systems,14,1,3240726,14
3285479,Gate_arrays,14,1,3240726,14
1240658,Integrated_circuits,14,1,3240726,14
37966054,Professional_certifications_in_computer_engineering,14,1,3240726,14
763505,Signal_processing,14,1,3240726,14
700943,Software_engineering,14,1,3240726,14
1940227,Computer_systems,14,1,3240726,14
4693764,Computer_engineering_stubs,14,1,3240726,14
147845,Application-specific_integrated_circuit,0,2,55121469,14
50827978,AI_accelerator,0,2,55121469,14
12751209,Application-specific_instruction_set_processor,0,2,55121469,14
2384991,Beetle_(ASIC),0,2,55121469,14
55806119,Bitmain,0,2,55121469,14
33770704,Data_processing_unit,0,2,55121469,14
390214,Graphics_processing_unit,0,2,55121469,14
2031045,Hardware_acceleration,0,2,55121469,14
1461173,Network_processor,0,2,55121469,14
59833359,Pixel_Visual_Core,0,2,55121469,14
57508516,RIPAC_(microprocessor),0,2,55121469,14
18426062,Structured_ASIC_platform,0,2,55121469,14
100563,System_on_a_chip,0,2,55121469,14
50673241,Tensor_Processing_Unit,0,2,55121469,14
841546,Digital_signal_processors,14,2,55121469,14
3282805,Graphics_chips,14,2,55121469,14
58659343,Hardware_acceleration,14,2,55121469,14
39012732,Input/output_integrated_circuits,14,2,55121469,14
1761187,Sound_chips,14,2,55121469,14
54554254,Video_compression_and_decompression_ASIC,14,2,55121469,14
25652303,Computer_architecture,0,2,869984,14
574775,Abstraction_layer,0,2,869984,14
507144,Address_space,0,2,869984,14
838142,Addressing_mode,0,2,869984,14
5965480,Aperture_(computer_memory),0,2,869984,14
49277634,Approximate_computing,0,2,869984,14
27046146,Arithmetic_logic_unit,0,2,869984,14
43867008,Autonomous_decentralized_system,0,2,869984,14
23469224,Berkeley_IRAM_project,0,2,869984,14
53549637,Branch_Queue,0,2,869984,14
20067629,Bridging_model,0,2,869984,14
1161199,Byte_addressing,0,2,869984,14
6829,Cache_(computing),0,2,869984,14
50781701,Cache_control_instruction,0,2,869984,14
52036756,Cache_hierarchy,0,2,869984,14
4505223,Cache_pollution,0,2,869984,14
4243241,Cellular_architecture,0,2,869984,14
41682723,Comparison_of_CPU_microarchitectures,0,2,869984,14
22549668,Comparison_of_instruction_set_architectures,0,2,869984,14
7630898,Computational_RAM,0,2,869984,14
8723369,Computer_architecture_simulator,0,2,869984,14
5300,Computer_data_storage,0,2,869984,14
864364,Dataflow,0,2,869984,14
1325032,Dataflow_architecture,0,2,869984,14
51518781,Directory-based_cache_coherence,0,2,869984,14
52275869,Directory-based_coherence,0,2,869984,14
51521334,DOPIPE,0,2,869984,14
27902531,Duncan's_taxonomy,0,2,869984,14
51875565,Feng's_classification,0,2,869984,14
8898329,Frequency_scaling,0,2,869984,14
3561465,Hardware_architect,0,2,869984,14
58019,Harvard_architecture,0,2,869984,14
50015640,Hybrid-core_computing,0,2,869984,14
28739443,IBM_System/360_architecture,0,2,869984,14
330255,Instruction_prefetch,0,2,869984,14
28915147,Instruction_window,0,2,869984,14
35161236,Load–store_architecture,0,2,869984,14
35456317,Load–store_unit,0,2,869984,14
14655528,Machine_Check_Architecture,0,2,869984,14
23548810,Manycore_processor,0,2,869984,14
50223751,MCDRAM,0,2,869984,14
6753240,Memory_dependence_prediction,0,2,869984,14
5375682,Memory_disambiguation,0,2,869984,14
137146,Memory_hierarchy,0,2,869984,14
66924,Memory_management,0,2,869984,14
8294490,Memory_ordering,0,2,869984,14
37463527,Microarchitecture_simulation,0,2,869984,14
12907435,Modified_Harvard_architecture,0,2,869984,14
3503207,Multi-core_processor,0,2,869984,14
16620919,Network_Centric_Product_Support,0,2,869984,14
842110,NonStop_(server_computers),0,2,869984,14
2988853,Northbound_interface,0,2,869984,14
378204,Open_architecture,0,2,869984,14
957085,Popek_and_Goldberg_virtualization_requirements,0,2,869984,14
486432,Processor_register,0,2,869984,14
21306150,Random-access_memory,0,2,869984,14
4696265,Reference_model,0,2,869984,14
1680216,Register_file,0,2,869984,14
435852,Register_renaming,0,2,869984,14
35161367,Register–memory_architecture,0,2,869984,14
185529,Scalability,0,2,869984,14
61037921,Scale_cube,0,2,869984,14
45081735,Shared_memory,0,2,869984,14
67303095,Simple-As-Possible,0,2,869984,14
315021,Simultaneous_multithreading,0,2,869984,14
43320329,"Single_instruction,_multiple_threads",0,2,869984,14
38920422,Single-core,0,2,869984,14
9612499,Slot_(computer_architecture),0,2,869984,14
35891416,SpiNNaker,0,2,869984,14
2786727,Stream_processing,0,2,869984,14
51702,Superscalar_processor,0,2,869984,14
30928451,Synchronous_Data_Flow,0,2,869984,14
14695473,Tagged_architecture,0,2,869984,14
863945,Temporal_multithreading,0,2,869984,14
2830935,Transport_triggered_architecture,0,2,869984,14
35841670,Vectored_interrupt,0,2,869984,14
60447421,Vkernel,0,2,869984,14
478091,Von_Neumann_architecture,0,2,869984,14
64581680,Whitewater_Interactive_System_Development_with_Object_Models,0,2,869984,14
45203418,Xputer,0,2,869984,14
67354408,Zero_register,0,2,869984,14
18065439,Operating_systems_by_architecture,14,2,869984,14
66237481,Supercomputers_by_architecture,14,2,869984,14
47692776,Computer_architects,14,2,869984,14
15326653,Advanced_RISC_Computing,14,2,869984,14
4578171,Capability_systems,14,2,869984,14
5834555,Central_processing_unit,14,2,869984,14
2071681,Classes_of_computers,14,2,869984,14
51180292,Computer_architecture_conferences,14,2,869984,14
51198148,Computer_architecture_statements,14,2,869984,14
782015,Computer_arithmetic,14,2,869984,14
30319671,Consistency_models,14,2,869984,14
23786379,Distributed_computing_architecture,14,2,869984,14
50498810,Distributed_stream_processing,14,2,869984,14
30302080,Fault-tolerant_computer_systems,14,2,869984,14
34150917,Flynn's_taxonomy,14,2,869984,14
42895290,Heterogeneous_computing,14,2,869984,14
44413578,High-level_language_computer_architecture,14,2,869984,14
1094042,IBM_PC_compatibles,14,2,869984,14
5991922,Instruction_processing,14,2,869984,14
23410612,Instruction_set_architectures,14,2,869984,14
9225166,Interoperability,14,2,869984,14
3468652,Interrupts,14,2,869984,14
46619218,Microarchitectures,14,2,869984,14
3412596,MSX,14,2,869984,14
5065063,Network_architecture,14,2,869984,14
10736074,Network_computer_(brand),14,2,869984,14
10731040,Operating_system_kernels,14,2,869984,14
693664,Operating_systems,14,2,869984,14
13982193,Computer_hardware_researchers,14,2,869984,14
711721,Computer_data_storage,14,2,869984,14
21808348,Computer_hardware,0,2,699548,14
50761824,4D_vector,0,2,699548,14
48438443,ASRock_M8,0,2,699548,14
8116015,B5000_Instruction_Set,0,2,699548,14
52036756,Cache_hierarchy,0,2,699548,14
12075392,Computer_compatibility,0,2,699548,14
62288792,Electronic_badge,0,2,699548,14
18943937,Emulator,0,2,699548,14
57111064,Fingerprint_scanner,0,2,699548,14
293396,Flat-panel_display,0,2,699548,14
48648089,Game_development_kit,0,2,699548,14
24948768,General-Purpose_Serial_Interface,0,2,699548,14
27117682,GPU_switching,0,2,699548,14
52953373,Hardware_backdoor,0,2,699548,14
12662643,Hardware_compatibility_list,0,2,699548,14
39658646,Hardware_reset,0,2,699548,14
54213333,Hardware_security,0,2,699548,14
23692548,Hardware_Trojan,0,2,699548,14
56358777,Hardware-based_encryption,0,2,699548,14
64359579,Honeywell_JetWave,0,2,699548,14
49548566,Librem,0,2,699548,14
49544420,Mini-STX,0,2,699548,14
52991251,Nitro_Zeus,0,2,699548,14
64069392,Packard_Bell_Statesman,0,2,699548,14
58952059,Photonically_Optimized_Embedded_Microprocessors,0,2,699548,14
2466815,Plug_compatible,0,2,699548,14
7242445,Power_cycling,0,2,699548,14
59864839,Randomized_benchmarking,0,2,699548,14
57587843,List_of_search_appliance_vendors,0,2,699548,14
39976104,Vinyl_cutter,0,2,699548,14
52353307,X2_transceiver,0,2,699548,14
59237611,List_of_Xilinx_FPGAs,0,2,699548,14
64991197,Zero-overhead_looping,0,2,699548,14
14291979,Computer_hardware_by_company,14,2,699548,14
56007718,Computer_hardware_by_type,14,2,699548,14
22082375,Lists_of_computer_hardware,14,2,699548,14
1012986,Benchmarks_(computing),14,2,699548,14
4852323,Hardware_bugs,14,2,699548,14
2071681,Classes_of_computers,14,2,699548,14
6018532,Clock_signal,14,2,699548,14
699547,Computer_hardware_companies,14,2,699548,14
58659343,Hardware_acceleration,14,2,699548,14
53966675,Hardware_partitioning,14,2,699548,14
5460718,Hardware_testing,14,2,699548,14
5834819,History_of_computing_hardware,14,2,699548,14
44535180,Hardware_in_Linux,14,2,699548,14
13982193,Computer_hardware_researchers,14,2,699548,14
30857280,Computer_hardware_standards,14,2,699548,14
6228328,Computer_terminals,14,2,699548,14
5846676,Computer_hardware_tuning,14,2,699548,14
26976116,Hardware_virtualization,14,2,699548,14
3305546,Computer_hardware_logos,14,2,699548,14
1559587,Computer_hardware_stubs,14,2,699548,14
55332544,Internet_censorship_circumvention_technologies,10,2,4677693,14
57707341,Ace_Stream,0,2,4677693,14
464639,Ad_hoc_network,0,2,4677693,14
57763003,"Broadcast,_unknown-unicast_and_multicast_traffic",0,2,4677693,14
65790632,Call_setup,0,2,4677693,14
18391312,Cisco_Certified_Entry_Networking_Technician,0,2,4677693,14
934326,Class-based_queueing,0,2,4677693,14
6965005,Closed_system_(control_theory),0,2,4677693,14
26475040,Collision_avoidance_(networking),0,2,4677693,14
6827570,Comparison_of_streaming_media_software,0,2,4677693,14
2779187,Computer_network_diagram,0,2,4677693,14
2137712,Connection-oriented_communication,0,2,4677693,14
40950,Connectionless_communication,0,2,4677693,14
12568283,Consolidated_Tape_Association,0,2,4677693,14
18026501,Consolidation_ratio,0,2,4677693,14
31590539,Content_centric_networking,0,2,4677693,14
880860,Content_delivery_network,0,2,4677693,14
41012467,Content_delivery_network_interconnection,0,2,4677693,14
15013410,Content_delivery_platform,0,2,4677693,14
327799,Content-addressable_memory,0,2,4677693,14
19815283,Convergence_(routing),0,2,4677693,14
541496,Cut-through_switching,0,2,4677693,14
18223245,Data_cable,0,2,4677693,14
579730,Data_center,0,2,4677693,14
42168,Data_communication,0,2,4677693,14
21243458,Datakit,0,2,4677693,14
21463262,Datasource,0,2,4677693,14
33970218,DECbit,0,2,4677693,14
42035548,Decentralized_autonomous_organization,0,2,4677693,14
27609345,Decentralized_network_42,0,2,4677693,14
2466896,Defense_Information_System_Network,0,2,4677693,14
32224263,Dell_M1000e,0,2,4677693,14
39450160,Dell_Networking_Operating_System,0,2,4677693,14
8918305,Dell_PowerConnect,0,2,4677693,14
2100845,Directory_System_Agent,0,2,4677693,14
483109,DirectPlay,0,2,4677693,14
9183639,Diskless_shared-root_cluster,0,2,4677693,14
349732,Download,0,2,4677693,14
5246277,Dynamic_bandwidth_allocation,0,2,4677693,14
24050458,Dynamic_circuit_network,0,2,4677693,14
22653119,Dynamic_provisioning_environment,0,2,4677693,14
42640251,Dynamic_site_acceleration,0,2,4677693,14
14087346,Eirpac,0,2,4677693,14
1599381,Electronic_Reference_Library,0,2,4677693,14
49927603,Ellevate_Network,0,2,4677693,14
285944,Email_art,0,2,4677693,14
1123698,End-to-end_delay,0,2,4677693,14
3751186,Entrance_facility,0,2,4677693,14
8444724,Etherloop,0,2,4677693,14
6816862,Ethernet_over_USB,0,2,4677693,14
53202151,Eyeball_network,0,2,4677693,14
22133845,Fabric_computing,0,2,4677693,14
796240,Failover,0,2,4677693,14
26693955,Fault_Tolerant_Ethernet,0,2,4677693,14
13883695,Federal_Networking_Council,0,2,4677693,14
13516816,Fibre_Channel_frame,0,2,4677693,14
16443289,Fixed–mobile_convergence,0,2,4677693,14
21899319,Fractional_lambda_switching,0,2,4677693,14
30862535,Frenetic_(programming_language),0,2,4677693,14
59571426,FRRouting,0,2,4677693,14
34524905,FTOS,0,2,4677693,14
13567558,General_communication_channel,0,2,4677693,14
15891359,Gi-Fi,0,2,4677693,14
24860432,Global_network,0,2,4677693,14
41048388,Hairpinning,0,2,4677693,14
64685357,HD-PLC,0,2,4677693,14
1648455,Heterogeneous_network,0,2,4677693,14
14581096,Hierarchical_internetworking_model,0,2,4677693,14
3509706,Home_network,0,2,4677693,14
22824905,Hop_(networking),0,2,4677693,14
31285693,Host_Based_Security_System,0,2,4677693,14
2788522,Host_model,0,2,4677693,14
4355937,Host_system,0,2,4677693,14
611421,Hostname,0,2,4677693,14
11485434,HP_OpenCall,0,2,4677693,14
31131371,HPM.1,0,2,4677693,14
8879537,Hybrid_Scheduling,0,2,4677693,14
24961668,I/O_virtualization,0,2,4677693,14
538434,I2P,0,2,4677693,14
38293879,Idea_networking,0,2,4677693,14
37384533,IEEE_P1906.1,0,2,4677693,14
11585483,IGMP_snooping,0,2,4677693,14
26115479,In_situ_adaptive_tabulation,0,2,4677693,14
37630116,Information-centric_networking,0,2,4677693,14
58038703,Information-centric_networking_caching_policies,0,2,4677693,14
22022093,Instinet,0,2,4677693,14
19135506,IP_connectivity_access_network,0,2,4677693,14
1973628,IPSANET,0,2,4677693,14
55700067,IPv4_shared_address_space,0,2,4677693,14
8983045,ISCSI_Extensions_for_RDMA,0,2,4677693,14
19634105,JANOG,0,2,4677693,14
9506545,JGroups,0,2,4677693,14
20147271,Junos_OS,0,2,4677693,14
1356350,Keepalive,0,2,4677693,14
10849824,Label_switching,0,2,4677693,14
14924589,Lanstar,0,2,4677693,14
34630441,Li-Fi_Consortium,0,2,4677693,14
13767197,Lightweight_Presentation_Protocol,0,2,4677693,14
59224161,Link_flap,0,2,4677693,14
41320,Link_level,0,2,4677693,14
31724371,List_of_networking_test_equipment_vendors,0,2,4677693,14
24039538,List_of_wireless_sensor_nodes,0,2,4677693,14
1514954,Load-balanced_switch,0,2,4677693,14
22018823,LOBSTER,0,2,4677693,14
1942195,Local_Management_Interface,0,2,4677693,14
2566345,Location_information_server,0,2,4677693,14
1959320,Location_transparency,0,2,4677693,14
4474834,Mail-sink,0,2,4677693,14
20597230,Measurement_Studio,0,2,4677693,14
190851,Message_switching,0,2,4677693,14
37528488,Micro-bursting_(networking),0,2,4677693,14
35609244,Migration_(virtualization),0,2,4677693,14
54592282,Minimum-Pairs_Protocol,0,2,4677693,14
64398175,MsQuic,0,2,4677693,14
12999325,Multicast_router_discovery,0,2,4677693,14
19371115,Multilink_striping,0,2,4677693,14
5520917,Multimedia_over_Coax_Alliance,0,2,4677693,14
36959070,Multipacket_reception,0,2,4677693,14
11092014,Named_data_networking,0,2,4677693,14
15948517,Narada_multicast_protocol,0,2,4677693,14
39158309,NAT_traversal_with_session_border_controllers,0,2,4677693,14
57899602,National_Documentation_Centre_(Greece),0,2,4677693,14
26710016,NetFPGA,0,2,4677693,14
9646826,Network_agility,0,2,4677693,14
11775868,Network_allocation_vector,0,2,4677693,14
16019808,Network_block_device,0,2,4677693,14
2623107,Network_browser,0,2,4677693,14
34505865,Network_cloaking,0,2,4677693,14
18941781,Network_configuration_and_change_management,0,2,4677693,14
10145584,Network_delay,0,2,4677693,14
43124569,Network_domain,0,2,4677693,14
650684,Network_Driver_Interface_Specification,0,2,4677693,14
54692968,Network_eavesdropping,0,2,4677693,14
14484389,Network_equipment_provider,0,2,4677693,14
22046907,Network_forensics,0,2,4677693,14
216847,Network_information_system,0,2,4677693,14
3842768,Network_on_a_chip,0,2,4677693,14
1446517,Network_simulation,0,2,4677693,14
39399077,Network_virtualization_platform,0,2,4677693,14
25725947,Network-Integrated_Multimedia_Middleware,0,2,4677693,14
23961263,Network-neutral_data_center,0,2,4677693,14
25336602,Networked_music_performance,0,2,4677693,14
26327537,Networked_Robotics_Corporation,0,2,4677693,14
1699254,Networking_hardware,0,2,4677693,14
6271098,NO_CARRIER,0,2,4677693,14
998116,Node_(networking),0,2,4677693,14
320308,North_American_Network_Operators'_Group,0,2,4677693,14
2988853,Northbound_interface,0,2,4677693,14
47532798,NPL_network,0,2,4677693,14
5868379,Ns_(simulator),0,2,4677693,14
52684573,OMNeT++,0,2,4677693,14
56651332,ONAP,0,2,4677693,14
49252625,ONOS,0,2,4677693,14
31547791,Open_Compute_Project,0,2,4677693,14
39097531,OpenDaylight_Project,0,2,4677693,14
41048748,OpenVNet,0,2,4677693,14
11921686,Operating_system_Wi-Fi_support,0,2,4677693,14
2226687,Organizational_unit_(computing),0,2,4677693,14
3471522,Out-of-band_agreement,0,2,4677693,14
4565254,Out-of-band_data,0,2,4677693,14
1014669,Overlay_network,0,2,4677693,14
2711613,P2PTV,0,2,4677693,14
46347117,P4_(programming_language),0,2,4677693,14
14705432,Packet_concatenation,0,2,4677693,14
33189313,Packet_processing,0,2,4677693,14
43339,Packet_switching,0,2,4677693,14
17119866,PacketTrap,0,2,4677693,14
37059631,Pairing_(computing),0,2,4677693,14
12642179,Path_computation_element,0,2,4677693,14
17195594,Peer_group_(computer_networking),0,2,4677693,14
19755266,Pharos_network_coordinates,0,2,4677693,14
32687587,Phoenix_network_coordinates,0,2,4677693,14
37814212,Physical_media,0,2,4677693,14
17885031,Pipeline_forwarding,0,2,4677693,14
42581248,Policy-based_management,0,2,4677693,14
238420,Power-line_communication,0,2,4677693,14
39815911,PowerEdge_VRTX,0,2,4677693,14
6119264,Presence_service,0,2,4677693,14
20104245,Processing_delay,0,2,4677693,14
25051376,Promiscuous_traffic,0,2,4677693,14
9360778,Proxy_list,0,2,4677693,14
78768,Proxy_server,0,2,4677693,14
25798041,QualNet,0,2,4677693,14
41616,Queuing_delay,0,2,4677693,14
38612235,QUIC,0,2,4677693,14
24738927,QuRiNet,0,2,4677693,14
40735869,Radio_access_technology,0,2,4677693,14
1452173,RapidIO,0,2,4677693,14
28093559,Rate_Based_Satellite_Control_Protocol,0,2,4677693,14
8447449,Reciprocity_(network_science),0,2,4677693,14
2706085,Registered_state_change_notification,0,2,4677693,14
24711058,Relay_network,0,2,4677693,14
19402211,Reliable_multicast,0,2,4677693,14
186461,Remote_computer,0,2,4677693,14
22587290,Remote_infrastructure_management,0,2,4677693,14
32922215,REsource_LOcation_And_Discovery_Framing,0,2,4677693,14
25530924,RNDIS,0,2,4677693,14
12734660,Rolanet,0,2,4677693,14
25748,Router_(computing),0,2,4677693,14
2831409,Router_on_a_stick,0,2,4677693,14
25222851,Routing_bridge,0,2,4677693,14
12287781,Routing_domain,0,2,4677693,14
10123059,Routing_protocol,0,2,4677693,14
33090200,RSCS,0,2,4677693,14
45075440,ScreenOS,0,2,4677693,14
17671142,SCSI_RDMA_Protocol,0,2,4677693,14
31350212,Secure_end_node,0,2,4677693,14
6800575,Security_domain,0,2,4677693,14
11711952,Sensor_node,0,2,4677693,14
3488705,Service_Data_Objects,0,2,4677693,14
23434351,Session_multiplexing,0,2,4677693,14
30872432,Sideloading,0,2,4677693,14
46996238,Single-root_input/output_virtualization,0,2,4677693,14
18933122,Slashdot_effect,0,2,4677693,14
659833,Smart_device,0,2,4677693,14
521939,Sneakernet,0,2,4677693,14
37116694,Softwire_(protocol),0,2,4677693,14
2764639,STREAMS,0,2,4677693,14
937514,SURAnet,0,2,4677693,14
46515715,Swiss_Network_Operators_Group,0,2,4677693,14
3133356,Switch_virtual_interface,0,2,4677693,14
39988703,SwitchBlade,0,2,4677693,14
1272645,Switched_Multi-megabit_Data_Service,0,2,4677693,14
17886112,Synchronous_virtual_pipe,0,2,4677693,14
35983430,Systemness,0,2,4677693,14
21899209,Time-driven_priority,0,2,4677693,14
21802005,Time-driven_switching,0,2,4677693,14
1657639,Timeout_(computing),0,2,4677693,14
20556944,Tor_(network),0,2,4677693,14
17195791,Traffic_flow_(computer_networking),0,2,4677693,14
50478388,Uberisation,0,2,4677693,14
14278614,UDPCast,0,2,4677693,14
29072679,Universal_gateway,0,2,4677693,14
11488382,Unwired_enterprise,0,2,4677693,14
35274587,UPC_and_NPC,0,2,4677693,14
47902,Upload,0,2,4677693,14
34779099,User-in-the-loop,0,2,4677693,14
49896739,VARAN,0,2,4677693,14
31978619,Versatile_Service_Engine,0,2,4677693,14
3206423,Versit_Consortium,0,2,4677693,14
25787329,Virtual_firewall,0,2,4677693,14
12461173,Vivaldi_coordinates,0,2,4677693,14
6120119,Vyatta,0,2,4677693,14
41435368,VyOS,0,2,4677693,14
200690,Web_container,0,2,4677693,14
956071,Windows_domain,0,2,4677693,14
10541907,Windows_Vista_networking_technologies,0,2,4677693,14
313690,WinGate,0,2,4677693,14
30404394,WIP_message,0,2,4677693,14
57786848,Wireless_data_center,0,2,4677693,14
17885106,Wireless_engineering,0,2,4677693,14
55214552,Wireless_onion_router,0,2,4677693,14
14936306,Workgroup_(computer_networking),0,2,4677693,14
737003,Computer_networks,14,2,4677693,14
12026628,Networking_algorithms,14,2,4677693,14
5065063,Network_architecture,14,2,4677693,14
10965881,Network_booting,14,2,4677693,14
1124098,Computer_buses,14,2,4677693,14
1045468,Networking_companies,14,2,4677693,14
22745217,Computer_networking_conferences,14,2,4677693,14
21787496,Computer_networking_people,14,2,4677693,14
20656937,Download_websites,14,2,4677693,14
40416830,Flow_control_(data),14,2,4677693,14
1899604,Networking_hardware,14,2,4677693,14
1644925,Network_management,14,2,4677693,14
44065948,Network_operating_systems,14,2,4677693,14
48737614,Network_software,14,2,4677693,14
38375886,Net_neutrality,14,2,4677693,14
33315753,Online_services,14,2,4677693,14
1121863,Computer_network_organizations,14,2,4677693,14
4651913,Computer_network_security,14,2,4677693,14
39209550,Network_service,14,2,4677693,14
44219225,Smart_devices,14,2,4677693,14
699898,Networking_standards,14,2,4677693,14
1272763,Tunneling_protocols,14,2,4677693,14
6172995,Windows_communication_and_services,14,2,4677693,14
979699,Wireless_networking,14,2,4677693,14
1687866,Computer_network_stubs,14,2,4677693,14
7011,Control_engineering,0,2,9935559,14
54426651,Ackermann's_formula,0,2,9935559,14
739588,Adaptive_system,0,2,9935559,14
31398769,ADMAR,0,2,9935559,14
17076143,American_Automatic_Control_Council,0,2,9935559,14
5589929,ANSI/ISA-95,0,2,9935559,14
2473812,Ball_and_beam,0,2,9935559,14
15497991,BELBIC,0,2,9935559,14
44789336,Blackman's_theorem,0,2,9935559,14
22148690,Campbell_diagram,0,2,9935559,14
30608525,CIMACT,0,2,9935559,14
44031786,Classical_control_theory,0,2,9935559,14
22965361,Computational_steering,0,2,9935559,14
40957,Control_communications,0,2,9935559,14
4521890,Control_loop,0,2,9935559,14
7423263,Control_reconfiguration,0,2,9935559,14
275473,Control_system,0,2,9935559,14
7039,Control_theory,0,2,9935559,14
14437519,Critical_system,0,2,9935559,14
1174172,Current_loop,0,2,9935559,14
56275884,Data-driven_control_system,0,2,9935559,14
61613630,Deterministic_Networking,0,2,9935559,14
274816,Distributed_control_system,0,2,9935559,14
29572828,"Quality_control_system_for_paper,_board_and_tissue_machines",0,2,9935559,14
32986709,DockNET,0,2,9935559,14
10107406,Double_inverted_pendulum,0,2,9935559,14
45060803,ECU-TEST,0,2,9935559,14
61864866,Electrification_and_controls_technology,0,2,9935559,14
29006979,Enterprise_appliance_transaction_module,0,2,9935559,14
2091393,Fault_tolerance,0,2,9935559,14
20723955,Flight_envelope_protection,0,2,9935559,14
44993448,Flow_graph_(mathematics),0,2,9935559,14
22027854,Furuta_pendulum,0,2,9935559,14
48660,Fuzzy_control_system,0,2,9935559,14
6574091,Gain_scheduling,0,2,9935559,14
57506816,Hall_circles,0,2,9935559,14
15291723,Hierarchical_control_system,0,2,9935559,14
13232165,High-redundancy_actuation,0,2,9935559,14
15723416,IEC_62264,0,2,9935559,14
13418907,IEC_62379,0,2,9935559,14
22690961,IEEE_Control_Systems_Society,0,2,9935559,14
40578121,Impedance_control,0,2,9935559,14
7333367,Industrial_control_system,0,2,9935559,14
13726331,Inertia_wheel_pendulum,0,2,9935559,14
21384653,Instrument_mechanic,0,2,9935559,14
47403,Instrumentation,0,2,9935559,14
5686380,Integral_windup,0,2,9935559,14
45402495,International_Conference_on_Mechanical_Industrial_&_Energy_Engineering,0,2,9935559,14
5298349,International_Federation_of_Automatic_Control,0,2,9935559,14
265421,Inverted_pendulum,0,2,9935559,14
38604479,Israel_Association_for_Automatic_Control,0,2,9935559,14
3868817,Lead–lag_compensator,0,2,9935559,14
3122018,List_of_automation_protocols,0,2,9935559,14
9733872,Map-based_controller,0,2,9935559,14
49968788,Masreliez's_theorem,0,2,9935559,14
22674559,Material_flow,0,2,9935559,14
13544419,MIMO,0,2,9935559,14
13337318,Model-based_design,0,2,9935559,14
30864591,Networked_control_system,0,2,9935559,14
13370236,NORBIT,0,2,9935559,14
51813998,Nozzle_and_flapper,0,2,9935559,14
48870256,Operational_technology,0,2,9935559,14
17054905,Orchestra_Control_Engine,0,2,9935559,14
37651645,Outline_of_control_engineering,0,2,9935559,14
44079782,Packaging_machinery,0,2,9935559,14
61641209,Branislava_Peruničić,0,2,9935559,14
66256,PID_controller,0,2,9935559,14
29129698,Plant_floor_communication,0,2,9935559,14
44508450,Production_control,0,2,9935559,14
2051812,Proportional_control,0,2,9935559,14
15291863,Real-time_Control_System_Software,0,2,9935559,14
1990919,Regulator_(automatic_control),0,2,9935559,14
28014737,Remote_monitoring_and_control,0,2,9935559,14
22982978,Resilient_control_systems,0,2,9935559,14
780738,Rise_time,0,2,9935559,14
286550,Safety-critical_system,0,2,9935559,14
2211723,Sampled_data_system,0,2,9935559,14
62437,SCADA,0,2,9935559,14
11462382,Self-tuning,0,2,9935559,14
1456863,Setpoint_(control_system),0,2,9935559,14
61750341,Simatic,0,2,9935559,14
13342572,Single-input_single-output_system,0,2,9935559,14
